"","robbbPerPop","pctWhite","kidsBornNevrMarr","pctKidsBornNevrMarr","pctUsePubTrans","pctBlack","pctKids2Par","pctFemDivorc","numForeignBorn","pctAllDivorc","pctForeignBorn","pct2Par","popDensity","pct12.17w2Par","persUrban","pctMaleDivorc","pctImmig.10"
"1651",7.93,98.53,67,0.7,0.42,0.43,78.39,12.02,313,10.47,2.51,78.84,613.3,69.91,0,8.66,0.39
"1652",210.69,90.52,64,0.74,0.72,1.01,73.41,17.11,1993,15,13.09,73.51,2648.4,68.29,15223,12.87,4.69
"1653",123.64,73.53,1191,6.55,0.21,22.47,59.46,9.86,1189,8.9,3.85,64.7,1194.9,67.95,0,7.79,2.13
"1654",144.65,81.96,1026,2.94,0.14,9.53,70.15,10.52,4722,9.45,7.13,74.74,1215.2,77.45,66270,8.26,4.83
"1655",12.77,79.88,139,1.27,0.07,2.58,70.61,16.23,160,14.24,1.2,72.38,1470.3,67.44,0,11.93,0.46
"1656",151.22,75.39,1912,2.69,0.02,5.97,70.11,14.92,6783,13.35,7.55,73.96,2448.1,76.14,89783,11.6,2.5
"1657",40.49,68.7,307,3.15,0.65,16.72,66.35,11.83,332,10.43,2.89,72.16,1029.1,76.51,0,8.77,1.02
"1658",199.37,82.99,1765,2.43,2.59,1.4,70.62,14.27,22278,11.63,20.13,76.93,4577.2,78.32,110658,9,11.57
"1659",137.44,93.97,648,2.98,0,5.17,59.16,16.2,172,14.53,0.76,61.73,2032.3,68.16,0,12.28,0.19
"1660",97.65,96.88,168,1.52,2.52,0.33,71.11,16.02,359,13.96,2.44,72.8,3024.3,70.61,14698,11.67,0.62
"1661",8.75,98.63,65,0.73,0.29,0.74,82.09,9.07,101,8.24,0.94,81.77,1519.6,83.23,0,7.29,0.5
"1662",117.33,83.64,497,2.35,2.38,1.98,65.87,18.98,4494,16.41,12.47,68.64,6202.3,67.5,36048,13.73,6.34
"1663",34.26,93.56,211,1.26,0.27,5.44,68.45,13.72,199,12.53,1.01,73.8,1701,71.29,0,11.11,0.58
"1664",28.93,95.51,138,1.79,0.81,0.34,66.93,16.25,479,14.98,4.76,68.16,1691.7,76.41,0,13.62,0.45
"1665",244.68,78.34,585,6.61,4.06,20.13,58.8,14.28,344,12.06,3.15,61.35,5058.5,67.21,10904,9.34,0.51
"1666",203.59,86.62,246,1.4,2.65,2.93,76.53,15.31,4700,12.96,14.71,78.34,3667.8,75.31,31954,10.67,6.85
"1667",594.42,39.16,816,8.21,0,59.87,48.55,10.55,205,9.05,1.49,56.23,1792.7,68.54,0,7.09,0.82
"1668",162.9,79.03,704,7.22,4.14,15.02,65.04,12.17,923,10.45,6.97,68.63,2699.3,66.17,13243,8.68,2.36
"1669",284.93,74.07,5151,7.25,3.37,11.86,68.84,12.13,11944,10.77,11.99,73.65,2870.1,77.18,99581,9.34,5.17
"1670",271.42,97.99,553,2.97,4.33,1.01,63.2,17.17,273,15.71,1.15,64.53,7380.6,67.65,23674,14.01,0.42
"1671",64.32,93.41,695,1.71,16.88,4.07,77.19,8.24,6773,6.86,11.8,78.76,6809.5,80.51,57407,5.24,3.04
"1672",245.48,95.57,72,0.85,2.83,3.53,84.4,9.13,585,7.05,4.47,82.85,5142.2,83.17,13088,4.63,1.34
"1673",404.33,57.62,1426,5.66,0,4.63,58.13,15.32,6391,12.56,21.81,63.64,2741.7,66.49,0,9.53,11.69
"1674",0,98.65,212,1.23,0.8,0.14,76.21,9.94,403,8.88,2.23,75.34,95.9,80.68,0,7.67,0.19
"1675",0,97.1,126,1.39,2.89,1.34,79.31,9.9,535,8.96,3.75,79.9,479.7,85.26,2371,7.83,0.5
"1676",101.95,95.69,689,3.33,3.46,0.98,70.76,12.48,933,11.19,3.29,72.1,2704.8,76.58,28335,9.83,1.1
"1677",15.84,98.98,50,0.55,0.31,0.24,81.84,10.54,228,9.55,1.82,83.38,253.3,84.83,3970,8.47,0.3
"1678",186.35,78.59,1093,1.69,0.51,5.87,78.76,12.75,11305,10.78,11.15,81.2,2589.1,81.6,101409,8.73,4.51
"1679",55.54,97.58,217,1.54,0.39,0.7,75.33,11.83,324,10.88,1.7,80.89,2078.7,85.68,19033,9.93,0.58
"1680",80.49,90.36,539,3.05,0,9.01,58.72,17.14,129,15.19,0.6,64.29,1302.4,65.29,0,12.87,0.19
"1681",35.27,86.84,690,3.98,0.49,3.27,61.92,13.16,572,12.15,2.59,65.52,3089.6,69.6,0,10.9,0.7
"1682",215.77,97.55,543,0.77,1.59,0.55,79.37,10.48,14699,9.3,16.46,79.61,3536.9,79.96,89286,8,5.43
"1683",16.91,99.01,212,1.9,0.54,0.47,67.94,12.86,118,11.83,0.99,69.31,2553.6,75.2,0,10.58,0.32
"1684",84.73,98.32,164,1.51,0.58,0.17,74.45,13.3,870,10.75,6.26,74.82,3202.5,80,13899,7.67,0.83
"1685",65.01,97.73,202,1.62,0.78,1.32,80.82,9.01,474,7.76,3.16,82.83,1063.3,81.55,14986,6.38,0.32
"1686",153.23,45.97,877,9.57,0.26,53.49,47.32,16.48,69,14.42,0.69,53.66,1359.8,62.33,0,11.66,0.18
"1687",530.66,72.75,21097,4.35,2.65,24.35,64.73,16.5,23310,14.64,3.46,69.79,839.4,71.52,664899,12.64,1.22
"1688",10.4,97.15,190,1.43,0.83,1.01,84.07,9.19,576,7.73,3.05,84.68,1000.4,81.56,16405,6.09,0.63
"1689",22.83,99.05,100,0.98,0,0.1,76.25,13.06,166,11.78,1.42,79.41,1832.9,82.14,0,10.27,0.21
"1690",20.86,97.48,12,0.13,0.09,0.57,88.24,7.96,307,6.87,2.24,90.35,721.2,93.38,13683,5.76,0.37
"1691",177.91,59.89,1225,7.41,1.54,5.64,60.8,15.63,4438,13.82,21.82,62.93,860.9,70.27,19935,12.06,13.13
"1692",174.59,39.45,2359,3.64,19.13,7.7,67.43,11.92,41771,10.26,45.25,74.42,11859.1,77.18,92315,8.46,21.35
"1693",224.77,89.45,1745,5.37,1.65,3.43,62.73,12.04,3145,10.75,7.63,65.98,1432.3,69.97,41194,9.25,2.32
"1694",181.83,64.47,825,6.19,0,1.39,59.86,14.23,2909,11.22,19.71,65.87,3760.7,62.7,0,8.01,9.64
"1695",29,96.87,167,1.06,2.06,0.78,84.43,8.27,1410,7.07,6.19,84.55,824.9,85.7,17129,5.7,2.24
"1696",115.76,86.41,300,2.55,0.07,13.28,76.21,10.59,66,9.62,0.43,79.89,1705.4,79.63,15280,8.53,0.16
"1697",102.18,83.04,304,1.4,1.75,3,79.22,10.89,3660,9.32,11.85,82.64,3827.7,81.33,30897,7.58,3.56
"1698",174,75.19,970,4.33,0.1,24.37,65.05,14.5,158,12.67,0.51,69.89,579.1,76.26,0,10.48,0.29
"1699",46.94,90.96,256,2.82,0,3.34,71.07,13.47,102,12.13,0.98,74.77,893.1,76.33,0,10.57,0.52
"1700",135.21,84.31,573,3.95,3.92,5.82,68.91,8.72,2495,7.78,13.11,75.42,4209.8,77.72,19025,6.78,4.96
"1701",18.58,67.49,263,2.41,0,5.39,72.72,10,339,8.86,3.14,79.32,2242.5,76.51,0,7.58,0.74
"1702",88.81,75.89,707,4.51,0.15,12.88,63.69,14.46,958,12.64,4.5,71.81,462.7,71.97,0,10.72,3.03
"1703",103.86,94.36,404,4.7,1.71,3.88,64.24,13.3,64,12.52,0.6,68.38,4299,75.96,10701,11.62,0.35
"1704",61.02,99.03,101,0.71,0.07,0.46,74.23,12.03,275,11.04,1.6,75.9,1049,75.6,0,9.85,0.12
"1705",2.78,97.88,119,0.5,3.63,0.44,89.88,6.02,1881,4.66,5.31,90.93,1322.9,91.19,34716,3.22,0.71
"1706",1206.73,7.26,3539,27.35,2.6,92.19,19.24,20.16,57,18.77,0.44,23.22,2813.4,20.2,12818,16.82,0.05
"1707",86.74,64.94,688,5.8,0.15,34.46,58.97,13.85,71,12.12,0.54,67.06,214.7,75.88,0,10.01,0.07
"1708",160.91,90.05,1530,5.27,0.97,6.81,57,17.05,922,15.01,2.74,59.08,4061.5,68.13,33694,12.52,0.41
"1709",145.92,89.76,839,2.06,2.72,1.18,75.48,15.11,8003,12.96,12.68,77.58,1617.6,75.2,63126,10.82,5.63
"1710",67.44,90.3,642,1.45,1.59,0.38,70.47,15.94,6736,13.52,10.89,73,3425.8,74.31,61842,10.89,5.29
"1711",56.92,83.43,340,1.94,0.16,10.65,62.83,17.41,1166,15.73,5.36,66.86,1167.7,75.71,0,13.88,3.78
"1712",189.5,81.81,2124,7.11,1.05,15.67,58.26,14.82,836,13.15,2.35,62.21,2121.7,60.64,35573,11.16,0.83
"1713",72.87,87.43,703,3.64,0.6,11.65,63.7,18.03,264,15.85,1.02,67.03,1720.6,67.04,0,13.29,0.25
"1714",160.55,91.32,965,3.38,0.86,5.28,64.53,14.45,1654,12.71,4.42,67.81,1273.7,68.23,37391,10.76,0.89
"1715",113.32,63.66,384,1.16,0.89,5.66,83.05,10.54,13805,8.58,25.72,85.6,3433.5,86.08,53672,6.57,12.11
"1716",16.54,96.99,62,0.8,1.96,0.17,79.22,14.01,222,12.58,2.04,78.95,1092.9,86.31,0,11.19,1.43
"1717",1100.38,48.25,18010,11.07,37.29,29.69,48.71,13.25,56326,11.36,24.65,55.58,14826.6,60.61,228537,9.31,13.99
"1718",35.93,97.13,285,1.4,0.49,1,74.33,11.81,394,11.41,1.56,74.99,1608.9,77.94,0,10.96,0.48
"1719",35.06,95.48,191,1.13,0.18,3.14,70.54,13.93,240,12.11,1.25,72.29,1375.9,81.97,19208,9.78,0.69
"1720",311.11,85.03,666,4.28,1.58,13.43,64.62,13.82,930,11.78,4.18,68.83,3087.5,61.46,22242,9.25,1.12
"1721",279.62,74.46,597,2.87,0.61,13.4,64.93,17.22,2809,14.82,10.17,69.34,1272.4,68.44,0,12.32,7.13
"1722",43.33,94.41,739,1.85,2.26,0.21,77.67,9.98,2463,9.31,4.96,78.28,3624.5,80.17,49676,8.55,2.58
"1723",374.82,76.37,4936,7.24,3.41,18.45,58.25,14.33,3180,12.6,3.77,61.87,5270.5,64.62,84298,10.6,0.8
"1724",450.73,68.56,13040,10.89,5.37,19.15,49.33,15.02,11562,12.76,7.37,53.6,4719.9,56.51,156983,10.09,2.48
"1725",155.58,92.6,1178,2.26,0.86,1.05,64.95,17.96,2543,15.71,3.83,67.38,1252.4,74.45,66462,13.16,1.96
"1726",167.71,72.81,1347,3.77,0.09,17.13,64.78,15.23,1299,14.19,2.82,69.37,1035.9,68.84,46109,13.01,1
"1727",24.18,91.15,70,0.86,3.35,3.11,88.93,7.14,712,6.39,5.84,90.26,1445.4,87.87,11877,5.58,2.39
"1728",19.43,98.16,150,1.1,0.72,0.3,75.93,11.21,203,9.93,1.3,76.11,1351.2,80.83,0,8.45,0.4
"1729",6.78,96.09,98,0.96,1.99,2.52,86.43,8.32,597,7.99,4.11,87.15,901.4,88.62,13366,7.66,1.19
"1730",6.63,98.15,105,0.98,4.71,0.5,81.61,10.33,485,8.85,3.31,81.05,703.5,86.21,11878,7.28,0.8
"1731",1393.57,6.39,3345,18.28,20.94,92.8,18.3,23.92,272,22.23,1.35,22.97,6524.3,33.4,20121,20.08,0.38
"1732",44.1,92.02,377,0.96,7.06,0.61,82.23,9.41,7209,8.22,13.54,85.26,3618.6,82.91,53223,6.91,4.03
"1733",66.46,94.68,246,2.37,0,4.8,72.11,15.27,67,12.97,0.49,74.93,2128.1,84.29,0,10.27,0.16
"1734",768.17,69.61,8805,8.85,4.7,28.11,49.93,17.29,25963,16.74,17.38,56.97,4597.3,57.06,149377,16.19,9.16
"1735",54.18,80.52,70,1.13,0.26,17.65,70.81,8.78,222,7.72,2.16,74.12,1475.7,82.56,0,6.5,1.44
"1736",7.94,95.53,0,0,3.52,1.96,90.93,7.05,593,7.65,5.02,92.06,581.7,91.01,11818,8.24,0.36
"1737",162.15,73.17,1039,7.26,11.22,21.21,60.11,13.13,2223,11.74,11.38,64.53,4359.5,63.87,19536,10.16,5.19
"1738",69.83,73.88,214,1.59,0.17,19.74,70.37,13.25,1410,11.26,7.13,74.65,1847.9,69.64,0,9.08,2.14
"1739",23.12,97.26,31,0.32,1.33,1.23,87.01,6.62,640,5.49,5.07,88.2,548.8,86.13,6323,4.24,0.75
"1740",77.33,88.51,93,1.13,0.09,3.69,75.43,11.61,456,10.16,4.31,79.06,454.6,72.82,10331,8.6,1.26
"1741",63.89,90.68,325,1.56,2.47,1.64,70.32,14.75,993,13.08,3.65,74.65,3762.5,82.07,27195,11.37,0.9
"1742",177.07,88.49,495,2.44,6.41,1.96,69.81,17.99,3048,15.5,10.62,70.49,3976.6,67.92,28695,12.81,5.9
"1743",8.88,98.23,116,0.75,1.06,0.64,82.29,8.68,548,8.06,2.54,84.45,889.4,83.25,21564,7.42,0.15
"1744",56.12,88.48,738,0.98,1.22,4.14,84.98,11.02,9648,8.86,7.5,85.88,1875.4,85.66,128679,6.65,4.17
"1745",93.13,92.76,390,1.58,6.17,1.51,73.56,17.56,2837,15.07,7.08,73.56,3612.2,71.52,40052,12.31,3.12
"1746",54.23,93.48,378,1.18,0.08,2.84,80.4,9.75,1433,8.6,3.8,80.92,1475.7,78.37,37005,7.24,0.76
"1747",870.43,66.8,725,9.52,7.6,29.58,52.06,16.34,2380,14.39,22.88,63.68,4371.4,65.78,10404,12.29,7.7
"1748",84.26,88.1,444,2.26,1.34,2.25,67.37,13.87,1694,12.69,6.42,69.13,2482,72.91,0,11.55,3.34
"1749",33.52,90.19,272,0.73,6.7,1.14,85.22,8.19,8630,6.98,16.23,86.27,4985.9,88.68,53170,5.73,6.74
"1750",186.34,82.13,321,2.38,1.05,9.34,65.75,17.64,876,15.55,5.03,71.45,2086,70.67,17406,13.36,3.41
"1751",81.89,94.82,527,1.7,0.05,4.43,67.48,14.77,503,12.94,1.38,70.75,1084.5,72.38,36408,10.62,0.4
"1752",35.91,79.02,261,1.3,2.96,17.23,79.79,10.21,2677,8.93,9.62,82.75,906.1,84.3,24434,7.52,3.13
"1753",8.73,98.29,121,0.78,2.37,0.72,81.99,10.23,522,8.53,2.41,82.55,730.2,85.67,0,6.73,0.4
"1754",403.01,68.81,1988,7.7,0.75,28.49,54.28,18.46,1198,17.1,3.7,61.24,1806.1,59.71,32387,15.62,1.39
"1755",296.38,63.76,361,2.04,0.08,7.85,66.33,13.75,1943,12.28,9.63,72.11,1725.6,74.92,0,10.69,4.59
"1756",71.91,86.34,514,1.32,0.22,1.6,80.68,11.51,6060,9.99,11.59,82.98,2737.8,87.54,52303,8.4,4.29
"1757",107.16,89.47,688,3.52,1.34,1.82,61.02,13.86,2710,10.82,6.76,61.4,1723.7,62.51,40079,7.78,3.8
"1758",4.61,98.68,82,0.66,1.32,0.37,88.77,6.95,901,6.42,4.25,90.14,299.6,86.38,0,5.88,0.32
"1759",384.05,49.62,4260,9.71,0.56,49.59,52.52,14.76,379,12.89,0.77,58.43,1893.2,63.41,49165,10.49,0.29
"1760",58.57,73.22,352,3.23,0.36,26.32,61.49,12.96,66,11.15,0.58,67.21,1070.5,69.17,0,8.96,0.06
"1761",82.5,79.72,1133,4.51,0.29,18.93,59.05,15.74,381,14.45,1.28,62.66,2862.4,70.49,0,12.93,0.25
"1762",121.45,91.94,1420,3.48,6.28,4.89,61.71,13.93,3151,12.76,5.94,62.93,4928.8,71.37,53008,11.37,2.45
"1763",20.42,97,295,1.43,0.37,2.5,67.12,14.55,146,12.63,0.62,70.07,2121.2,81.04,23622,10.21,0.29
"1764",4.35,95.09,151,0.87,12.04,0.86,85.02,7.62,1583,6.27,7.2,89.08,3769.2,91.31,21976,4.78,1.37
"1765",135.69,77.07,1307,3.28,0.02,16.27,64.87,17.14,1248,14.9,2.39,68.72,2058.1,71.97,52267,12.37,0.77
"1766",144.1,59.43,1739,7.62,0.82,39.97,51.31,16.74,243,14.99,0.96,58.74,1197.4,66.22,25338,12.83,0.46
"1767",115.32,92.17,424,2.24,7.98,7.45,72.37,9.04,258,8.02,1.09,73.97,1611.7,78.52,23644,6.85,0.08
"1768",175.42,90.29,1358,5.01,4.6,8.95,57.53,12.51,390,11.54,1.39,60.67,4642.6,72.96,28134,10.27,0.13
"1769",90.1,87.15,196,1.46,0.2,7.05,70.23,13.23,598,12.01,4.19,73.35,1021.8,75,0,10.52,2.41
"1770",78.04,95.31,258,1.74,2.51,0.4,66.6,15.85,728,14.17,4.11,68.28,1748.6,69.06,0,12.29,0.85
"1771",200.85,80.56,3345,2.73,0.9,2.68,70.49,15.96,20951,13.72,12.72,73.47,5268.3,76.98,164730,11.24,6.79
"1772",306.73,84.64,301,2.03,3.07,14.88,61.46,14.08,120,13.24,0.77,65.99,3217.7,71.55,15545,12.21,0.11
"1773",35.79,99.53,79,0.94,2.17,0.14,79.19,7.34,148,7.27,1.35,81.85,814.9,81.49,10791,7.18,0.24
"1774",490.56,61.48,3215,7.15,3.27,29.05,51.45,17.6,4555,16.29,7.71,57.24,1235.1,54.95,58295,14.85,3.27
"1775",151.34,88.71,507,1.81,0.29,7.65,69.47,14.65,1493,12.89,4.38,70.24,1387.2,75,33024,10.81,0.55
"1776",43.33,83.69,21,0.1,0.85,0.42,89.2,7.57,4478,6.59,15.96,89.97,2262.3,91.92,28061,5.54,4.82
"1777",66.05,98.49,56,0.43,0.86,0.16,81.64,12.05,831,9.87,4.9,81.78,6235.3,77.79,16960,7.37,0.64
"1778",92.2,95.12,176,2.09,12.79,1.39,67.74,12.3,884,10.72,8.03,70.2,4955.4,68.74,11005,8.86,1.54
"1779",89.9,78.84,1061,2.47,1.2,8.91,74.45,13.78,5576,10.72,7.8,76.5,3047.4,77.12,71479,8.34,2.74
"1780",10.69,89.88,280,1.51,8.04,2.45,82.23,6.3,4392,4.76,9.31,82.88,2318.1,80.83,0,3.43,7.66
"1781",192.17,88.01,279,3.48,5.08,1.32,59.94,18.75,809,18.25,7.99,60.38,2184.9,62.84,10129,17.72,3.7
"1782",24.88,98.01,68,0.51,1.09,0.55,86.16,9.83,840,8.46,4.23,86.58,406.2,87.41,1760,7,1.07
"1783",70.22,98.37,147,0.75,6.27,0.55,80.07,8.77,1218,7.62,4.77,82.07,2244.1,85.95,25549,6.33,0.54
"1784",329.78,69.07,4158,7.23,18.15,21.89,60.72,15.93,17998,14.47,16.19,65.23,7028,61.34,111183,12.82,10.69
"1785",370.72,79.4,375,4.37,1.42,19.44,64.02,12.43,147,11.27,1.32,70.83,1217.1,65.76,11163,9.89,0.74
"1786",20.02,85.3,319,2.95,0.68,12.26,74.16,14.64,856,12.8,5.28,76.58,1355.1,80.02,0,10.75,2.65
"1787",28.37,90.53,157,1.2,1.23,5.38,87.43,8.75,746,7.67,3.2,89.58,1200.5,88.05,23299,6.56,1.41
"1788",87.13,92.73,102,0.54,8.7,1.76,82.27,8.45,2848,7.44,10.51,84,7771.9,78.22,27099,6.29,3.68
"1789",136.6,94.54,552,5.42,0.34,0.34,60.52,18.98,362,17.28,3.06,63.74,1477.5,70.07,11820,15.51,1.28
"1790",54.24,80.6,447,3.45,0.57,0.16,62.72,10.79,2313,8.68,18.14,70.46,2764.9,71.76,12751,6.27,6.55
"1791",374.31,88.25,2631,2.83,2,8.52,66.08,13.98,21657,13.22,17.8,70.56,4308.2,72.5,121697,12.35,6.62
"1792",784.71,72.13,21464,7.78,22.57,25.78,52.24,12.59,16946,11.66,4.58,55.81,6417.5,59.45,369879,10.55,1.72
"1793",85.67,97.54,150,0.76,3.82,1.14,80.92,8.27,3166,6.95,12.34,82.44,1997.9,85.78,25651,5.37,1.16
"1794",122.84,97.86,183,1.27,2.13,0.91,74.58,14.57,338,12.31,1.81,75.31,2168.6,81.36,18624,9.58,1.01
"1795",7.09,99.02,62,0.55,13.53,0.51,83.33,8.66,267,7.82,1.85,83.3,4243.8,78.69,14451,6.8,0.28
"1796",96.79,92.76,570,1.16,5.66,1.4,80.21,8.98,13659,7.93,19.04,81.63,6124.7,83.87,71742,6.72,6.1
"1797",22.68,96.6,662,2.1,2.33,1.85,77.34,10.91,1345,9.47,2.95,78.57,456.3,77,0,7.92,0.57
"1798",25.64,93.3,602,1.3,1.34,0.98,77.78,11.36,3896,9.49,4.44,78.2,2056.4,76.25,87758,7.58,2.82
"1799",16.12,98.28,211,1.6,1.15,0.23,81.77,8.6,942,7.38,5.22,81.9,955.7,83.84,14590,6.01,0.42
"1800",506.84,35.44,2109,5.27,5.62,0.62,66.59,10.97,24987,8.81,48.39,74,9728.3,78,51638,6.57,27.53
"1801",63.76,95.98,175,1.66,1.12,0.5,65.55,17.16,842,14.49,5.19,64.16,2464.2,60.65,0,11.46,2.69
"1802",962.32,76.19,172,2.78,2.87,20.39,72.66,11.19,2416,10.06,23.96,76.42,3896.4,72.78,10084,8.74,10.69
"1803",604.65,83.17,962,6.27,2.92,12.86,59.9,19.08,4372,18.04,16.61,63.04,3993.6,56.28,26326,17.01,9.24
"1804",31.78,97.31,274,1.72,0.35,2.15,64.52,16.32,75,14.85,0.42,67.32,2994.8,72.27,0,13.08,0.06
"1805",87.93,64.19,494,2.65,0,6.71,70.4,11.1,1485,9.99,6.89,77.3,1608.4,82.73,0,8.75,2.53
"1806",25.89,98.7,307,2.62,0.39,0.13,70.57,14.67,486,13.3,3.09,71.63,748.6,82.32,0,11.74,0.34
"1807",7.7,98.04,89,0.6,5.15,0.67,85.13,7.89,762,6.7,3.45,86.03,797.5,85.28,17302,5.43,1.04
"1808",904.71,46.2,1204,8.16,28.6,52.54,46.07,16.95,425,15.18,2.02,49.17,8836.4,54.17,21080,12.81,0.55
"1809",33.66,96.27,242,2.04,5.97,2.78,73.65,10.66,1413,9.11,11.71,80.57,1599.8,83.79,0,7.48,3.52
"1810",251.77,80.74,2548,5.83,1.4,16.54,57.6,17.82,1205,15.85,2.25,59.9,1207.3,61.65,53333,13.48,0.86
"1811",33.51,85.69,392,2.63,0.68,4.59,76.2,12.27,962,10.29,4.49,78.22,2775.1,77.32,21435,8.49,2.56
"1812",814.31,69.97,4619,8.12,3.53,28.48,45.27,14.77,10268,14.29,14.18,55.82,3435.7,59.32,72411,13.75,7.39
"1813",0,98.67,56,0.73,0.33,0.17,88.42,6.94,170,6.32,1.46,89.58,559.7,90.48,3244,5.67,0.28
"1814",5.88,97.86,57,0.51,0.64,0.23,88.74,6.92,523,5.82,3.19,89.67,516.9,89.86,8287,4.71,0.76
"1815",436.49,9.51,888,8.28,9.94,88.99,45.91,21.91,381,18.43,2.42,50.16,3797.3,48.05,15745,13.75,1.1
"1816",77.48,84.86,233,1.65,0.31,1.83,70.4,14.42,985,13.03,5.12,74.86,1013.5,73.8,0,11.55,2.12
"1817",209.74,91.73,1882,3.71,3.64,1.66,62.62,18.76,4458,17.24,6.37,64.46,2259.7,67.93,69961,15.65,2.69
"1818",86.06,89.44,540,1.62,5.08,1,76.78,16.23,5191,13.57,9.74,76.1,3722.8,77.81,53310,10.56,5.04
"1819",51.64,93.12,173,1.88,0.56,5.76,69.46,14.26,142,12.2,1.27,69.81,2176.8,76.59,0,9.73,0.51
"1820",11.49,88.46,111,1.08,0.14,10.98,80.57,9.83,164,8.39,1.11,83.95,754.6,87.95,14732,6.81,0.4
"1821",0,99.43,108,1.03,0.25,0,70.72,14.64,46,13.2,0.39,73.87,2790.9,78.43,0,11.51,0.09
"1822",0,97.23,66,0.86,3.17,0.54,80.91,10.22,836,8.65,7.93,82.32,3428,84.04,10539,6.87,1.84
"1823",123.7,82.71,3039,2.46,0.85,5.99,70.71,15.35,6497,13.63,4.12,74.31,1730.1,76.4,157615,11.71,2.33
"1824",100.08,95.82,217,1.5,1.67,1.42,76.7,10.21,827,9.26,4.38,78.78,4154.3,74.95,18867,8.11,1.05
"1825",415,58.22,1726,6.06,0.62,8.72,62.92,16.1,6801,14,16.91,67.71,2746,74.43,40213,11.82,9.17
"1826",48.69,96.52,307,1.02,3.54,1.57,83.78,9.11,1552,7.81,3.6,85.63,2142.8,89.96,43126,6.38,0.97
"1827",20.55,83.31,129,1.7,0.09,15.89,77.5,12.23,142,10.84,1.26,80.38,987.9,73.87,0,9.33,0.36
"1828",18.78,97.11,218,1.25,0.29,1.48,84.44,9.82,824,9.34,3.18,85.09,896.1,86.7,23989,8.86,0.29
"1829",3.92,95.27,66,0.39,7.7,1.42,90.77,6.63,1454,5.72,5.79,91.63,1349.9,87.78,23649,4.77,1.24
"1830",289.17,67.32,2606,2.55,2.96,1.5,68.8,13.81,43608,11.61,30.48,75.52,7697.5,76.93,143050,9.45,19.94
"1831",45.78,92.63,285,1.29,2.18,1.6,87.89,7.06,3387,6.03,10.42,89.06,967.1,84.94,31979,4.94,2.85
"1832",488.9,38.97,1150,6.53,5.34,1.18,66.15,11.09,10024,9.28,44.39,74.46,9119.5,82.95,22580,7.51,21.78
"1833",13.7,92.98,85,0.49,13.16,3.16,85.5,7.13,2131,5.65,7.43,87.6,2013.5,83.92,28683,4,2.19
"1834",44.95,88.94,793,3.56,0.69,10.48,66.72,15.56,118,13.76,0.45,68.99,1922.4,69.53,25945,11.55,0.05
"1835",403.8,86.84,729,3.85,0.15,12.06,61.89,14.04,388,12.58,1.66,66.1,2733.9,74.26,0,10.86,0.6
"1836",22.67,95.04,217,1.03,2.64,0.84,86.89,7.71,2062,6.24,7.07,87.08,907.4,86.82,24155,4.58,2.16
"1837",694.52,57.54,8807,5.48,2,9.63,63.94,15.18,47721,13.36,22.62,66.98,3873.4,73.25,210943,11.45,13.41
"1838",30.46,99.12,200,2.13,0.21,0.25,78.73,11.1,289,10.87,2.22,81.03,269.2,86.45,0,10.65,0.63
"1839",342.6,95.76,499,2.79,1.64,1.39,66.86,16.58,1671,14.59,6.66,67.97,6246,71.16,25084,12.44,1.8
"1840",23.56,97.96,184,2.21,0.09,0.22,78.21,11.36,275,10.17,2.27,80.64,3253.5,76.64,0,8.84,0.63
"1841",165.81,66.29,616,8.1,0.27,30.76,50.16,12.46,215,10.75,2.14,53.45,2310.8,61.05,0,8.7,0.28
"1842",507.5,94.66,149,1.12,0.56,3.66,77.52,12.32,282,10.75,1.59,78.93,1181.8,77.24,17779,8.98,0.61
"1843",50.87,95.25,238,1.06,0,0.48,71.03,13.71,892,12.43,3.38,72.45,788.7,78.24,0,11.07,0.48
"1844",262.37,24.26,1139,5.28,0.35,2.35,61.53,10.05,9075,8.26,39.87,70.47,2572.6,76.11,0,6.45,19.88
"1845",37.13,80.98,394,2.74,0.08,17.99,71.08,11.11,223,10.3,1.33,75.03,544.4,72.81,0,9.35,0.71
"1846",61.69,96.89,149,1.07,1.3,0.73,84.29,8.66,534,8.1,2.74,85.37,658.1,88.43,19513,7.54,0.37
"1847",109.07,98.03,100,0.64,0.07,0.53,70.71,15.28,398,13.32,1.89,73.65,2436.6,73.2,21101,10.92,0.79
"1848",81.21,98.04,375,0.47,0.73,0.26,85.96,7.7,6880,6.69,6.82,87.78,2725.1,87.36,100850,5.6,0.96
"1849",241.28,88.19,409,1.99,1.16,1.43,61.51,18.62,1506,16.77,5.61,63.6,2757.7,62.27,0,14.75,2.22
"1850",183.86,85.15,2453,3.27,2.05,1.46,69.03,15.68,18657,13.12,17.17,73.13,2942.1,73.99,108635,10.43,9.73
"1851",163.24,98.01,83,0.79,0.18,0.5,66.79,13.54,922,13.3,7.61,70.44,2382.7,81.24,12123,13.06,1.34
"1852",39.41,92.71,202,1.88,0.73,0.61,75.46,13.24,882,11.26,6.13,77.92,2451.9,77.99,0,9.02,1.55
"1853",102.71,96.24,103,1.1,6.03,1.54,81.55,12.53,1003,10.48,7.11,79.17,8505.7,79.62,14116,7.71,2.44
"1854",72.33,94.6,118,1.22,0.18,1.31,76.55,14.12,660,11.24,5.17,79.89,1366.9,81.12,12778,8.18,1.81
